,index,ID,Age,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,Income,marital_Single,marital_Married,marital_Together,marital_Divorced,marital_Widow,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Customer_Days,Complain,MntTotal,MntRegularProds,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmpOverall,Response
480,480,5300,51,False,False,False,True,False,38961.0,False,True,False,False,False,1,0,60,7,3860,0,70,46,19,7,19,0,1,24,1,2,1,2,0,0
481,481,5154,52,False,False,False,True,False,37760.0,False,False,False,True,False,1,0,54,6,4001,0,54,54,26,3,13,2,10,0,1,2,0,3,0,0
482,482,8346,50,False,False,True,False,False,32233.0,True,False,False,False,False,1,0,26,9,4358,0,296,224,138,15,35,25,11,72,2,6,2,2,1,1
483,483,1676,49,False,False,True,False,False,43057.0,False,True,False,False,False,0,1,30,5,3921,0,266,261,213,2,44,0,2,5,4,4,2,5,0,0
484,484,9286,64,False,False,False,True,False,83151.0,False,False,True,False,False,0,0,93,3,4306,0,747,729,407,28,100,120,74,18,1,5,9,4,0,0
485,485,2426,60,False,False,False,False,True,78825.0,False,False,False,True,False,0,0,35,3,4332,0,895,877,483,74,114,169,37,18,1,5,10,13,0,1
486,486,5172,48,False,False,False,True,False,65104.0,False,False,True,False,False,0,1,4,7,3906,0,1053,1003,738,0,232,13,20,50,2,3,5,7,0,0
487,487,5562,50,False,False,True,False,False,60093.0,False,True,False,False,False,0,1,92,6,4047,0,735,645,502,12,109,16,6,90,2,7,2,10,0,0
488,488,3436,55,False,False,True,False,False,14045.0,False,True,False,False,False,1,0,24,7,3833,0,20,19,11,0,5,2,1,1,1,1,0,3,0,0
489,489,3921,72,True,False,False,False,False,28457.0,False,False,False,False,True,0,0,96,8,4288,0,205,191,24,1,108,29,29,14,1,4,1,4,0,0
490,490,3403,66,False,False,False,False,True,78952.0,False,False,True,False,False,0,1,11,6,4322,0,2092,1958,1170,19,594,99,76,134,2,2,5,12,0,0
491,491,22,48,False,False,True,False,False,46310.0,False,False,False,True,False,1,0,99,8,4252,0,309,295,185,2,88,15,5,14,2,6,1,5,0,0
492,492,10965,69,False,False,True,False,False,76005.0,False,False,True,False,False,0,0,72,6,4171,0,1722,1682,983,20,389,240,50,40,1,3,5,13,1,0
493,493,9426,60,False,False,False,True,False,58308.0,True,False,False,False,False,0,1,77,8,4212,0,900,770,691,0,69,10,0,130,4,2,6,3,0,0
494,494,6605,80,False,False,False,False,True,55614.0,False,False,False,True,False,0,0,85,7,3893,0,682,656,504,13,131,8,0,26,1,9,4,6,1,0
495,495,3136,62,False,False,False,True,False,59432.0,False,False,False,True,False,0,1,88,5,4121,0,663,651,317,25,265,25,19,12,3,5,3,11,0,0
496,496,8737,46,False,False,True,False,False,55563.0,False,False,False,True,False,0,1,22,3,3764,0,43,41,29,1,9,2,0,2,1,2,0,3,0,0
497,497,11088,53,False,False,False,False,True,78642.0,False,False,True,False,False,0,1,83,6,4113,0,1816,1799,1396,0,322,46,35,17,1,4,9,4,0,0
498,498,716,75,False,False,False,False,True,67911.0,False,False,True,False,False,0,1,63,3,3717,0,976,976,529,0,356,63,28,0,3,6,7,11,0,0
499,499,466,80,False,False,True,False,False,65275.0,False,True,False,False,False,0,0,9,2,4131,0,746,725,388,14,218,91,14,21,1,4,3,13,0,0
500,500,9135,74,False,False,True,False,False,27203.0,False,False,True,False,False,1,1,92,8,4371,0,64,40,13,2,21,4,0,24,2,1,1,2,0,0
501,501,10623,63,False,False,False,True,False,48330.0,False,False,True,False,False,0,1,2,5,3905,0,32,32,28,0,4,0,0,0,1,1,0,3,0,0
502,502,8151,34,False,True,False,False,False,24279.0,False,True,False,False,False,0,0,6,8,4226,0,263,155,16,36,21,20,62,108,1,4,1,3,0,0
503,503,5140,39,False,False,False,False,True,64355.0,False,True,False,False,False,1,0,66,8,4353,0,1445,1292,1047,0,140,67,38,153,2,4,3,12,0,0
504,504,10160,68,False,False,False,True,False,50943.0,False,False,True,False,False,0,1,49,5,4052,0,46,40,31,0,7,2,0,6,1,1,0,3,0,0
505,505,4945,71,False,False,True,False,False,53653.0,False,False,False,False,True,0,0,29,6,4278,0,1210,1102,815,10,239,28,10,108,2,10,4,12,0,0
506,506,10584,48,False,False,True,False,False,65665.0,False,True,False,False,False,0,1,77,3,3888,0,945,916,225,162,387,106,36,29,1,5,10,8,0,0
507,507,6071,35,False,False,True,False,False,81217.0,True,False,False,False,False,0,0,77,1,4024,0,1157,1073,493,70,324,146,40,84,1,3,7,11,0,0
508,508,3386,32,False,False,True,False,False,34935.0,False,True,False,False,False,0,0,71,7,4052,0,137,117,34,4,66,3,10,20,1,2,1,4,0,0
509,509,8939,65,False,False,True,False,False,61250.0,False,False,False,True,False,0,1,49,5,4239,0,730,671,382,138,65,60,26,59,6,5,2,12,0,0
510,510,9925,43,False,False,False,False,True,39665.0,False,False,True,False,False,1,0,97,7,4079,0,216,185,127,1,56,0,1,31,3,4,2,3,1,0
511,511,4320,45,False,False,True,False,False,60152.0,True,False,False,False,False,0,1,6,3,4137,0,943,852,325,83,300,86,58,91,1,6,4,12,0,0
512,512,5389,60,False,False,True,False,False,48920.0,False,True,False,False,False,0,2,93,7,3931,0,347,341,238,17,68,8,10,6,3,6,2,5,1,0
513,513,6036,65,False,False,False,True,False,89120.0,False,False,True,False,False,0,0,78,1,3783,0,1924,1869,1168,92,408,72,129,55,1,5,6,7,1,0
514,514,182,78,False,False,False,False,True,44124.0,False,False,True,False,False,0,1,62,8,4093,0,397,345,284,0,55,0,6,52,4,6,2,5,0,0
515,515,203,49,False,False,False,True,False,81169.0,True,False,False,False,False,0,0,47,2,4120,0,2089,2062,1288,20,613,80,61,27,1,5,7,9,0,0
516,516,11025,63,False,False,True,False,False,36443.0,False,True,False,False,False,1,1,9,8,4190,0,138,118,65,0,46,4,3,20,4,3,1,3,0,0
517,517,10203,34,False,False,True,False,False,26095.0,True,False,False,False,False,1,0,77,7,4043,0,42,31,11,7,9,3,1,11,1,1,0,3,0,0
518,518,4607,65,False,False,True,False,False,71367.0,False,False,True,False,False,0,0,24,2,3989,0,777,702,227,23,389,42,21,75,1,4,5,7,0,0
519,519,3711,80,False,False,False,True,False,80184.0,False,True,False,False,False,0,0,19,3,3799,0,1902,1902,1035,134,670,25,38,0,1,6,3,10,2,0
520,520,3696,59,False,False,True,False,False,30630.0,False,False,False,True,False,1,1,67,7,3832,0,52,42,27,1,12,2,0,10,2,2,0,3,0,0
521,521,2532,37,False,False,False,True,False,73454.0,True,False,False,False,False,0,0,95,5,3799,0,1651,1476,982,73,351,56,14,175,1,2,4,6,1,0
522,522,9214,33,False,False,True,False,False,42691.0,False,True,False,False,False,0,0,48,5,3996,0,358,300,179,2,64,38,17,58,1,5,1,6,0,0
523,523,4943,71,False,False,True,False,False,70503.0,False,True,False,False,False,0,0,73,6,4316,0,1727,1661,1379,33,216,0,33,66,1,2,4,9,2,0
524,524,35,37,False,False,True,False,False,25545.0,False,True,False,False,False,1,0,35,6,4338,0,210,125,32,1,64,16,12,85,3,2,2,3,0,1
525,525,2258,38,False,False,True,False,False,32880.0,False,True,False,False,False,1,0,76,8,4251,0,42,40,8,4,15,7,6,2,1,1,0,3,0,0
526,526,4322,66,False,False,False,False,True,77863.0,False,False,True,False,False,0,0,20,2,3893,0,1291,1279,881,38,319,16,25,12,1,4,5,10,0,0
527,527,713,47,False,False,False,True,False,50353.0,False,True,False,False,False,0,0,72,3,3700,0,442,407,141,15,153,67,31,35,1,4,4,6,0,0
528,528,4702,60,False,False,True,False,False,61839.0,True,False,False,False,False,0,0,20,8,4365,0,1895,1775,1000,155,379,224,17,120,1,4,8,4,0,0
529,529,3281,64,False,False,False,False,True,49154.0,False,True,False,False,False,1,1,69,6,3917,0,411,340,206,10,67,30,27,71,6,4,1,8,0,0
530,530,702,49,True,False,False,False,False,47682.0,False,False,False,False,True,0,1,80,5,4178,0,521,460,162,61,83,97,57,61,4,4,3,8,0,0
531,531,2004,55,False,False,True,False,False,72679.0,True,False,False,False,False,0,1,65,1,3963,0,1168,1114,619,54,260,127,54,54,1,4,7,5,0,0
532,532,4769,47,False,False,False,True,False,57954.0,False,False,True,False,False,1,1,52,7,3690,0,493,484,456,4,24,0,0,9,7,8,2,6,1,0
533,533,4437,62,False,False,True,False,False,65316.0,False,True,False,False,False,1,1,65,4,4110,0,260,222,112,6,92,3,9,38,2,3,2,5,0,0
534,534,8724,42,False,False,True,False,False,28567.0,True,False,False,False,False,1,0,57,6,4056,0,46,40,11,3,22,2,2,6,2,2,0,3,0,0
535,535,10741,73,False,False,False,True,False,47352.0,False,False,True,False,False,0,1,70,7,4123,0,319,304,172,12,112,8,0,15,4,6,1,5,0,0
536,536,1991,57,False,False,True,False,False,44931.0,False,False,True,False,False,0,1,0,5,3841,0,96,89,78,0,11,0,0,7,1,2,1,3,0,0
537,537,6931,57,False,False,True,False,False,76982.0,False,False,False,True,False,0,0,19,4,3813,0,1062,1032,464,151,292,65,60,30,1,8,3,4,1,1
538,538,11096,72,True,False,False,False,False,57247.0,False,False,True,False,False,0,1,50,2,4004,0,232,226,99,4,32,37,54,6,2,2,1,7,0,0
539,539,304,43,False,False,False,True,False,22944.0,True,False,False,False,False,1,0,67,7,3867,0,76,50,19,3,19,4,5,26,3,3,0,3,0,0
540,540,3665,47,True,False,False,False,False,25315.0,False,False,True,False,False,1,0,46,8,3913,0,54,32,1,9,8,11,3,22,3,3,0,3,0,0
541,541,10591,55,False,False,True,False,False,43638.0,False,False,False,False,True,0,1,37,7,4371,0,201,182,63,10,83,7,19,19,2,4,1,4,0,0
542,542,5036,40,False,False,False,False,True,42710.0,True,False,False,False,False,1,0,38,6,4257,0,406,304,252,3,42,4,3,102,2,4,5,3,0,0
543,543,5547,42,False,False,False,False,True,84169.0,False,True,False,False,False,0,0,9,3,4005,0,1919,1919,1478,19,403,0,19,0,1,7,6,6,2,1
544,544,7822,48,False,False,True,False,False,54058.0,False,False,True,False,False,0,1,56,3,4069,0,662,608,198,18,252,32,108,54,2,4,6,8,0,0
545,545,8541,34,True,False,False,False,False,24683.0,False,True,False,False,False,1,0,98,5,3792,0,41,35,8,4,10,6,7,6,2,2,0,4,0,0
546,546,10955,60,False,False,True,False,False,85620.0,False,False,False,False,True,0,0,68,1,3852,0,1600,1554,416,46,925,60,107,46,1,3,6,4,0,1
547,547,4368,44,False,False,True,False,False,47850.0,False,True,False,False,False,1,0,72,6,3887,0,134,124,42,7,43,20,12,10,1,3,0,4,0,0
548,548,9671,56,False,False,True,False,False,19514.0,False,True,False,False,False,1,1,47,8,3833,0,69,41,14,3,21,2,1,28,4,3,1,2,1,1
549,549,2256,51,False,False,False,True,False,27159.0,False,True,False,False,False,1,1,33,6,3771,0,21,20,17,0,3,0,0,1,2,1,0,3,0,0
550,550,4279,61,True,False,False,False,False,39548.0,True,False,False,False,False,1,1,87,3,3769,0,54,36,15,4,10,3,4,18,2,1,1,3,0,0
551,551,5371,35,False,False,True,False,False,21474.0,True,False,False,False,False,1,0,0,7,3761,0,91,57,6,16,24,11,0,34,2,3,1,2,1,1
552,552,9240,53,False,False,False,False,True,60504.0,True,False,False,False,False,0,1,73,6,3821,0,526,492,458,0,24,6,4,34,2,6,2,8,0,0
553,553,9460,61,False,False,True,False,False,22419.0,False,True,False,False,False,0,0,74,8,4116,0,162,120,30,3,47,19,21,42,1,3,2,2,0,0
554,554,9504,75,False,False,False,True,False,81698.0,False,True,False,False,False,0,0,4,1,3914,0,1008,961,179,28,520,111,123,47,1,3,8,13,0,1
555,555,8692,72,False,False,True,False,False,43462.0,False,False,True,False,False,1,1,50,8,4334,0,240,225,90,17,97,15,6,15,6,4,1,5,0,0
556,556,448,46,False,False,False,False,True,54880.0,True,False,False,False,False,1,0,57,5,4164,0,795,677,308,85,137,102,45,118,2,6,2,11,0,0
557,557,8314,42,False,False,True,False,False,79908.0,False,True,False,False,False,0,0,30,2,4129,0,1772,1661,557,129,761,29,185,111,1,5,6,7,1,0
558,558,8420,54,True,False,False,False,False,15315.0,False,True,False,False,False,0,0,27,5,4009,0,64,47,7,4,13,15,8,17,2,2,0,4,0,0
559,559,3174,65,False,False,True,False,False,87771.0,False,False,True,False,False,0,1,61,6,4082,0,1957,1924,1492,38,287,50,57,33,1,5,10,4,4,1
560,560,7685,46,False,False,True,False,False,33039.0,False,True,False,False,False,1,0,4,5,3972,0,78,66,30,8,12,8,8,12,1,2,0,4,0,0
561,561,3179,44,False,False,True,False,False,81741.0,True,False,False,False,False,0,0,75,2,4057,0,1572,1534,249,153,940,58,134,38,0,6,6,7,0,0
562,562,9780,53,False,False,False,True,False,71499.0,False,False,True,False,False,0,1,12,4,4048,0,795,758,465,25,132,136,0,37,2,8,3,13,0,0
563,563,10681,54,True,False,False,False,False,62466.0,False,True,False,False,False,0,1,13,4,3844,0,889,806,129,129,259,168,121,83,5,6,3,12,0,0
564,564,10232,61,False,False,False,False,True,48799.0,False,False,False,True,False,0,1,9,3,3915,0,331,307,174,18,81,28,6,24,3,3,2,7,0,0
565,565,4184,74,False,False,False,False,True,52157.0,False,False,True,False,False,0,1,48,4,3701,0,265,225,189,2,29,3,2,40,2,3,2,5,0,0
566,566,9120,62,False,False,True,False,False,66565.0,True,False,False,False,False,0,1,80,8,4250,0,1065,1023,747,10,161,65,40,42,4,4,2,9,0,0
567,567,891,73,False,False,False,True,False,29298.0,False,False,True,False,False,1,1,60,5,3974,0,11,10,6,0,2,2,0,1,1,1,0,2,0,0
568,568,10381,45,False,False,True,False,False,47691.0,True,False,False,False,False,0,1,43,6,4038,0,21,17,14,0,3,0,0,4,1,1,0,2,0,0
569,569,3525,54,False,False,True,False,False,38200.0,False,False,True,False,False,1,1,19,7,4248,0,17,16,12,0,4,0,0,1,1,1,0,2,0,0
570,570,6818,50,False,False,True,False,False,44989.0,False,True,False,False,False,0,1,26,6,4334,0,369,263,98,0,106,49,10,106,5,5,1,5,0,0
571,571,3526,56,False,False,False,False,True,38443.0,False,True,False,False,False,1,1,58,7,3832,0,38,37,32,0,5,0,0,1,2,1,0,3,0,0
572,572,8181,46,True,False,False,False,False,38593.0,True,False,False,False,False,1,0,42,8,3968,0,177,153,51,12,49,17,24,24,3,4,1,3,0,0
573,573,1029,54,False,False,False,False,True,64413.0,False,False,True,False,False,0,1,27,5,4011,0,279,259,200,5,44,0,10,20,1,5,1,5,0,0
574,574,7369,43,False,False,False,True,False,36959.0,False,True,False,False,False,1,0,56,8,3949,0,62,62,25,6,25,6,0,0,2,2,0,3,0,0
575,575,2574,47,False,False,False,False,True,61996.0,False,True,False,False,False,0,1,27,5,4193,0,1230,1206,1050,12,144,0,0,24,3,6,4,8,3,1
576,576,8159,56,False,False,True,False,False,51287.0,False,True,False,False,False,1,1,10,7,3768,0,182,152,117,0,22,13,0,30,3,4,1,3,0,0
577,577,1160,54,False,False,True,False,False,13260.0,False,True,False,False,False,1,1,48,8,3989,0,49,42,9,4,17,10,2,7,4,3,0,3,0,0
578,578,10242,58,False,False,False,False,True,47472.0,False,False,True,False,False,1,1,39,5,3965,0,75,67,56,0,11,0,0,8,2,2,0,4,0,0
579,579,5253,68,False,False,False,True,False,54603.0,False,False,True,False,False,1,1,85,7,4034,0,227,223,145,13,46,17,2,4,6,4,2,4,0,0
580,580,5966,50,False,False,False,False,True,45207.0,False,True,False,False,False,1,1,64,6,4275,0,215,213,203,0,10,0,0,2,5,3,1,6,1,0
581,581,5314,73,False,False,True,False,False,40689.0,False,False,True,False,False,0,1,69,8,4147,0,444,345,270,3,27,39,6,99,7,7,1,5,0,0
582,582,5081,57,True,False,False,False,False,47821.0,False,False,True,False,False,1,1,54,8,3931,0,47,37,9,0,16,6,6,10,1,1,0,3,0,0
583,583,5123,73,False,False,False,True,False,27450.0,False,True,False,False,False,0,0,57,7,4119,0,143,91,37,12,23,8,11,52,1,2,1,3,0,0
584,584,5756,41,False,False,True,False,False,39453.0,False,False,True,False,False,1,0,64,6,3766,0,55,53,46,0,7,0,0,2,2,2,0,3,0,0
585,585,8036,53,True,False,False,False,False,26850.0,False,False,True,False,False,1,1,10,4,3751,0,63,54,31,1,13,7,2,9,4,2,1,4,0,0
586,586,9058,69,False,False,True,False,False,79800.0,False,False,False,False,True,0,0,65,3,4323,0,1867,1643,1060,21,530,32,0,224,1,5,11,5,3,1
587,587,5057,63,False,False,False,True,False,61794.0,False,True,False,False,False,0,1,74,2,3967,0,611,600,264,47,188,54,47,11,2,4,4,10,0,0
588,588,254,69,False,False,True,False,False,53863.0,False,False,True,False,False,0,1,4,7,3722,0,473,443,399,4,30,6,4,30,3,7,1,7,1,0
589,589,4179,65,False,False,True,False,False,24221.0,False,False,True,False,False,0,0,94,4,3992,0,55,33,8,9,9,2,5,22,1,1,1,3,0,0
590,590,3710,40,False,False,False,False,True,39684.0,True,False,False,False,False,1,0,41,7,4304,1,81,64,19,0,35,6,4,17,2,2,1,2,0,1
591,591,7627,49,False,False,False,True,False,92163.0,False,True,False,False,False,0,0,25,2,4243,0,2086,2066,817,183,797,106,163,20,0,5,11,5,2,1
592,592,4501,59,False,False,False,True,False,69882.0,True,False,False,False,False,0,0,94,1,3910,0,1478,1313,292,127,635,132,127,165,1,3,7,9,0,0
593,593,6424,47,False,False,True,False,False,33178.0,False,False,True,False,False,1,0,9,4,3829,0,49,33,12,6,2,11,2,16,1,1,0,3,0,0
594,594,3075,52,False,False,False,False,True,59973.0,False,True,False,False,False,0,0,47,1,3970,0,382,382,130,30,168,20,34,0,1,3,4,7,0,0
595,595,4992,49,False,False,False,True,False,17459.0,False,False,True,False,False,1,0,12,7,3962,0,69,39,6,4,16,3,10,30,3,3,1,2,0,1
596,596,5252,55,False,False,True,False,False,23910.0,False,False,False,True,False,1,0,80,7,4290,0,67,54,16,12,18,7,1,13,1,2,0,3,0,0
597,597,7444,55,False,False,False,True,False,42169.0,False,True,False,False,False,1,1,20,8,3932,0,30,28,19,0,9,0,0,2,2,1,0,3,0,0
598,598,6919,46,True,False,False,False,False,26224.0,False,True,False,False,False,1,0,39,6,4069,0,63,48,4,7,15,13,9,15,3,2,1,3,0,0
599,599,3537,43,False,False,True,False,False,31089.0,False,False,True,False,False,1,0,57,8,4360,0,79,75,31,3,31,2,8,4,3,3,0,4,0,0
600,600,10277,63,False,False,True,False,False,30081.0,True,False,False,False,False,0,1,27,7,4172,0,42,38,36,0,2,0,0,4,1,1,0,3,0,0
601,601,2453,64,False,False,True,False,False,62807.0,False,False,True,False,False,0,1,83,5,4346,0,819,720,526,28,135,10,21,99,3,5,3,12,0,0
602,602,7972,69,False,False,True,False,False,72906.0,True,False,False,False,False,0,0,79,1,3964,0,1151,1097,400,32,519,71,75,54,1,3,4,9,0,0
603,603,895,76,False,False,False,False,True,61467.0,False,True,False,False,False,0,2,69,5,4246,0,594,545,410,16,114,0,5,49,3,5,2,10,0,0
604,604,1177,58,False,False,False,True,False,49618.0,False,False,True,False,False,1,1,77,7,4198,0,129,115,80,3,26,4,2,14,4,3,1,3,0,0
605,605,7141,38,False,False,False,True,False,21888.0,True,False,False,False,False,1,0,15,10,4226,0,213,149,88,10,46,2,3,64,4,5,1,2,0,1
606,606,7232,51,False,False,True,False,False,42429.0,False,False,False,False,True,0,1,99,5,3817,0,67,63,55,0,6,2,0,4,2,1,1,3,0,0
607,607,8477,68,False,False,True,False,False,26150.0,False,False,False,True,False,2,1,61,7,4154,0,28,27,5,1,13,3,5,1,1,1,0,3,0,0
608,608,2457,49,False,True,False,False,False,30801.0,False,True,False,False,False,0,1,23,7,4290,0,45,34,8,4,5,15,2,11,2,1,0,3,0,0
609,609,988,59,False,False,True,False,False,81168.0,False,True,False,False,False,0,0,84,3,3732,0,1193,1171,410,0,592,147,22,22,1,6,4,7,1,0
610,610,7930,55,False,False,False,True,False,26877.0,True,False,False,False,False,0,0,74,6,3993,0,268,228,101,13,76,20,18,40,2,3,1,6,0,0
611,611,4587,80,False,False,False,True,False,45006.0,False,False,False,False,True,0,0,90,3,4025,0,266,256,162,25,53,16,0,10,1,3,1,7,0,0
612,612,6682,51,False,True,False,False,False,18978.0,False,True,False,False,False,1,0,41,8,4244,0,37,22,2,8,1,4,7,15,1,1,0,3,0,0
613,613,6222,57,False,False,True,False,False,22574.0,False,True,False,False,False,2,1,28,7,3923,0,37,35,25,0,8,2,0,2,2,2,0,3,0,0
614,614,10299,55,False,False,False,False,True,48240.0,True,False,False,False,False,0,0,73,5,4276,0,882,841,389,91,248,64,49,41,3,6,3,13,0,1
615,615,3083,50,False,False,True,False,False,45837.0,False,True,False,False,False,1,1,88,7,4017,0,373,349,215,13,87,17,17,24,5,6,2,5,0,0
616,616,8953,59,False,False,False,True,False,35791.0,True,False,False,False,False,2,1,94,8,4098,0,35,32,27,0,5,0,0,3,2,1,0,3,0,0
617,617,1503,48,False,False,False,False,True,162397.0,False,False,True,False,False,1,1,31,1,4070,0,107,105,85,1,16,2,1,2,0,0,0,1,0,0
618,618,8650,46,False,False,True,False,False,54162.0,False,False,False,False,True,1,1,31,4,4147,0,42,32,5,6,10,6,5,10,1,1,0,3,0,0
619,619,10862,64,False,False,False,True,False,30522.0,False,True,False,False,False,0,1,6,2,4360,0,326,300,179,8,83,19,11,26,5,1,2,9,0,0
620,620,2782,63,False,False,False,False,True,54456.0,False,True,False,False,False,0,1,23,6,4032,0,404,389,352,0,27,10,0,15,3,6,1,7,0,0
621,621,6941,53,False,False,True,False,False,31632.0,True,False,False,False,False,0,0,92,7,4029,0,95,63,17,8,12,11,15,32,1,2,1,2,0,0
622,622,10972,75,False,False,True,False,False,72298.0,False,False,False,False,True,0,0,52,1,3790,0,939,904,625,35,169,58,17,35,1,4,3,6,2,0
623,623,10708,46,True,False,False,False,False,36975.0,True,False,False,False,False,1,0,50,7,3862,0,33,31,10,6,11,0,4,2,1,1,0,3,0,0
624,624,6583,69,True,False,False,False,False,72635.0,False,True,False,False,False,0,0,54,3,4070,0,981,874,390,22,323,104,35,107,1,6,8,6,1,0
625,625,3641,48,False,False,True,False,False,13624.0,False,True,False,False,False,1,0,93,6,4204,0,36,30,10,2,15,2,1,6,2,2,0,3,0,0
626,626,10156,49,False,False,True,False,False,84196.0,True,False,False,False,False,0,1,56,3,4070,0,1237,1047,215,63,507,231,31,190,1,8,4,7,0,0
627,627,4299,64,False,False,True,False,False,70971.0,False,False,True,False,False,0,1,28,7,4325,0,1825,1808,1001,17,572,93,125,17,7,11,11,5,0,1
628,628,3469,47,False,False,False,False,True,34487.0,False,False,False,True,False,1,1,94,9,4340,0,103,95,19,18,33,24,1,8,3,3,0,3,0,0
629,629,5063,47,False,False,True,False,False,28769.0,True,False,False,False,False,1,0,76,9,4237,0,191,188,41,5,129,10,3,3,3,4,1,4,0,0
630,630,10727,54,False,False,False,False,True,69084.0,False,True,False,False,False,1,0,43,8,3901,0,1586,1556,1181,107,199,39,30,30,2,7,3,13,0,0
631,631,9624,66,False,False,False,False,True,65488.0,False,False,True,False,False,0,0,46,1,3695,0,963,909,603,45,207,36,18,54,1,3,4,6,0,0
632,632,5156,54,True,False,False,False,False,62466.0,False,True,False,False,False,0,1,13,4,3844,0,889,806,129,129,259,168,121,83,5,6,3,12,0,0
633,633,4376,64,True,False,False,False,False,32218.0,True,False,False,False,False,0,0,27,7,3813,0,93,63,10,24,15,13,1,30,1,2,1,3,1,1
634,634,8923,51,False,False,True,False,False,83917.0,True,False,False,False,False,0,0,12,3,4116,0,1587,1508,514,22,732,42,198,79,1,6,7,7,0,1
635,635,8461,62,False,False,True,False,False,46102.0,False,False,False,True,False,2,1,3,7,3790,0,16,15,14,0,1,0,0,1,1,1,0,2,0,0
636,636,6945,72,False,False,True,False,False,84574.0,True,False,False,False,False,0,0,72,5,4069,0,1375,1212,387,20,713,38,54,163,1,9,11,11,0,0
637,637,944,62,False,False,True,False,False,56181.0,False,True,False,False,False,0,1,6,4,4216,0,393,345,121,103,69,8,44,48,1,4,2,7,0,0
638,638,1907,74,False,False,False,True,False,63120.0,False,False,False,True,False,0,1,53,7,4318,0,1477,1408,965,69,279,54,41,69,5,8,4,9,0,1
639,639,701,53,False,False,True,False,False,73691.0,False,True,False,False,False,0,1,58,2,3914,0,1179,1106,707,21,250,85,43,73,2,6,2,8,1,0
640,640,3856,64,False,False,True,False,False,63381.0,False,False,True,False,False,0,1,78,2,4311,0,1005,846,571,50,142,33,50,159,4,4,5,13,0,0
641,641,4149,76,False,False,False,False,True,76140.0,False,False,True,False,False,0,0,57,2,3726,0,1348,1322,586,66,653,17,0,26,1,5,9,6,0,0
642,642,2131,65,False,False,False,False,True,62859.0,False,False,False,True,False,0,1,37,6,4225,0,1307,1282,1063,89,102,16,12,25,4,9,4,6,0,0
643,643,2942,60,False,False,True,False,False,45906.0,True,False,False,False,False,0,1,20,5,4097,0,486,342,305,3,27,4,3,144,2,5,4,4,1,0
644,644,1173,77,False,False,False,True,False,77632.0,False,False,True,False,False,0,0,73,2,4155,0,2252,2105,1200,105,758,0,42,147,1,4,2,6,2,1
645,645,4381,53,False,False,False,False,True,46463.0,False,True,False,False,False,1,1,56,6,3994,0,235,224,163,2,40,8,11,11,7,3,1,6,0,0
646,646,4611,54,False,False,True,False,False,105471.0,False,False,True,False,False,0,0,36,3,4203,0,1724,1517,1009,181,104,202,21,207,0,9,8,13,2,1
647,647,3376,54,False,False,False,True,False,55282.0,False,False,False,True,False,1,0,9,4,3877,0,235,216,125,6,73,8,4,19,1,3,1,6,0,0
648,648,4679,47,False,False,False,True,False,78710.0,False,True,False,False,False,0,1,42,4,3716,0,1092,1042,721,0,152,119,50,50,3,7,6,12,0,0
649,649,10928,66,False,False,True,False,False,66886.0,False,False,True,False,False,0,1,28,5,3965,0,599,453,315,4,62,41,31,146,2,7,1,7,0,0
650,650,4248,64,False,False,False,True,False,98777.0,True,False,False,False,False,0,0,23,1,3811,0,2008,1970,1000,19,711,125,115,38,0,4,6,9,1,0
651,651,6728,39,False,False,True,False,False,29103.0,False,False,True,False,False,1,0,38,9,4350,0,48,42,16,0,17,6,3,6,2,1,0,3,0,0
652,652,6661,50,False,False,True,False,False,67445.0,False,True,False,False,False,0,1,63,6,4365,0,1174,1163,757,80,217,29,80,11,5,9,6,12,0,0
653,653,4725,74,False,False,False,False,True,50616.0,False,False,True,False,False,0,1,71,2,3756,0,67,58,30,2,25,0,1,9,1,1,1,4,0,0
654,654,3277,69,False,False,True,False,False,49431.0,False,False,False,True,False,0,1,9,8,4374,0,365,348,219,3,100,26,0,17,2,7,1,5,0,0
655,655,5555,49,False,False,True,False,False,153924.0,False,False,False,True,False,0,0,81,0,3821,0,6,5,1,1,1,1,1,1,0,0,0,0,0,0
656,656,2564,71,False,False,True,False,False,61278.0,False,False,True,False,False,0,1,87,6,3855,0,165,150,111,3,28,2,6,15,2,3,1,4,0,0
657,657,946,66,True,False,False,False,False,26490.0,False,False,True,False,False,0,0,92,6,4324,0,210,185,45,47,52,21,20,25,2,3,1,5,0,0
658,658,3867,77,False,False,False,False,True,73059.0,False,False,True,False,False,0,1,36,4,3981,0,1095,1024,410,112,420,0,82,71,1,9,3,13,0,0
659,659,6940,58,False,False,False,False,True,46734.0,True,False,False,False,False,1,2,86,6,3930,0,223,147,100,1,39,6,1,76,4,3,2,3,1,0
660,660,55,61,False,False,True,False,False,56253.0,False,False,True,False,False,0,1,83,6,4248,0,597,592,509,0,65,7,11,5,4,7,2,9,0,0
661,661,7093,39,False,False,True,False,False,19986.0,False,True,False,False,False,1,0,74,7,3906,0,22,16,3,6,5,0,2,6,1,0,0,3,0,0
